nazione,anno,classificazione_settore,variazione_settore_annua
CY,2021,Printing and reproduction of recorded media,6.6
CY,2022,Printing and reproduction of recorded media,0.0
CY,2023,Printing and reproduction of recorded media,-2.6
CY,2024,Printing and reproduction of recorded media,-0.9
CY,2015,"Professional, scientific and technical activities",6.4
CY,2016,"Professional, scientific and technical activities",8.0
CY,2017,"Professional, scientific and technical activities",6.0
CY,2018,"Professional, scientific and technical activities",8.3
CY,2019,"Professional, scientific and technical activities",7.6
CY,2020,"Professional, scientific and technical activities",2.1
CY,2021,"Professional, scientific and technical activities",8.6
CY,2022,"Professional, scientific and technical activities",3.8
CY,2023,"Professional, scientific and technical activities",1.5
CY,2024,"Professional, scientific and technical activities",2.3
CY,2015,"Professional, scientific and technical activities; administrative and support service activities",6.7
CY,2016,"Professional, scientific and technical activities; administrative and support service activities",8.4
CY,2017,"Professional, scientific and technical activities; administrative and support service activities",7.3
CY,2018,"Professional, scientific and technical activities; administrative and support service activities",7.4
CY,2019,"Professional, scientific and technical activities; administrative and support service activities",8.7
CY,2020,"Professional, scientific and technical activities; administrative and support service activities",-0.5
CY,2021,"Professional, scientific and technical activities; administrative and support service activities",9.6
CY,2022,"Professional, scientific and technical activities; administrative and support service activities",4.0
CY,2023,"Professional, scientific and technical activities; administrative and support service activities",2.5
CY,2024,"Professional, scientific and technical activities; administrative and support service activities",2.7
CY,2015,Public administration and defence; compulsory social security,-2.5
CY,2016,Public administration and defence; compulsory social security,-0.2
CY,2017,Public administration and defence; compulsory social security,-1.4
CY,2018,Public administration and defence; compulsory social security,0.2
CY,2019,Public administration and defence; compulsory social security,0.1
CY,2020,Public administration and defence; compulsory social security,1.0
CY,2021,Public administration and defence; compulsory social security,1.4
CY,2022,Public administration and defence; compulsory social security,1.5
CY,2023,Public administration and defence; compulsory social security,1.5
CY,2024,Public administration and defence; compulsory social security,5.7
CY,2015,"Public administration, defence, education, human health and social work activities",0.9
CY,2016,"Public administration, defence, education, human health and social work activities",2.2
CY,2017,"Public administration, defence, education, human health and social work activities",1.4
CY,2018,"Public administration, defence, education, human health and social work activities",4.1
CY,2019,"Public administration, defence, education, human health and social work activities",3.3
CY,2020,"Public administration, defence, education, human health and social work activities",3.8
CY,2021,"Public administration, defence, education, human health and social work activities",4.1
CY,2022,"Public administration, defence, education, human health and social work activities",2.0
CY,2023,"Public administration, defence, education, human health and social work activities",1.9
CY,2024,"Public administration, defence, education, human health and social work activities",3.7
CY,2015,Publishing activities,3.4
CY,2016,Publishing activities,13.1
CY,2017,Publishing activities,3.0
CY,2018,Publishing activities,-7.1
CY,2019,Publishing activities,6.3
CY,2020,Publishing activities,10.2
CY,2021,Publishing activities,16.7
CY,2022,Publishing activities,18.5
CY,2023,Publishing activities,7.0
CY,2024,Publishing activities,2.3
CY,2015,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",-1.4
CY,2016,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",8.0
CY,2017,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",3.3
CY,2018,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",-2.5
CY,2019,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",12.0
CY,2020,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",6.1
CY,2021,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",10.3
CY,2022,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",12.1
CY,2023,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",1.0
CY,2024,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",1.6
CY,2015,Real estate activities,18.2
CY,2016,Real estate activities,11.3
CY,2017,Real estate activities,8.9
CY,2018,Real estate activities,11.9
CY,2019,Real estate activities,10.4
CY,2020,Real estate activities,-3.2
CY,2021,Real estate activities,8.9
CY,2022,Real estate activities,4.9
CY,2023,Real estate activities,3.0
CY,2024,Real estate activities,1.1
CY,2015,Rental and leasing activities,12.0
CY,2016,Rental and leasing activities,18.1
CY,2017,Rental and leasing activities,10.5
CY,2018,Rental and leasing activities,5.7
CY,2019,Rental and leasing activities,3.3
CY,2020,Rental and leasing activities,-21.2
CY,2021,Rental and leasing activities,10.2
CY,2022,Rental and leasing activities,9.6
CY,2023,Rental and leasing activities,2.2
CY,2024,Rental and leasing activities,3.4
CY,2015,Repair and installation of machinery and equipment,46.4
CY,2016,Repair and installation of machinery and equipment,33.7
CY,2017,Repair and installation of machinery and equipment,19.1
CY,2018,Repair and installation of machinery and equipment,8.8
CY,2019,Repair and installation of machinery and equipment,-4.0
CY,2020,Repair and installation of machinery and equipment,-13.9
CY,2021,Repair and installation of machinery and equipment,10.9
CY,2022,Repair and installation of machinery and equipment,2.5
CY,2023,Repair and installation of machinery and equipment,-2.8
CY,2024,Repair and installation of machinery and equipment,-1.3
CY,2015,Repair of computers and personal and household goods,1.9
CY,2016,Repair of computers and personal and household goods,5.9
CY,2017,Repair of computers and personal and household goods,3.7
CY,2018,Repair of computers and personal and household goods,7.1
CY,2019,Repair of computers and personal and household goods,2.0
CY,2020,Repair of computers and personal and household goods,-16.3
CY,2021,Repair of computers and personal and household goods,19.9
CY,2022,Repair of computers and personal and household goods,1.3
CY,2023,Repair of computers and personal and household goods,0.6
CY,2024,Repair of computers and personal and household goods,0.5
CY,2015,Residential care activities and social work activities without accommodation,3.3
CY,2016,Residential care activities and social work activities without accommodation,5.0
CY,2017,Residential care activities and social work activities without accommodation,3.3
CY,2018,Residential care activities and social work activities without accommodation,6.4
CY,2019,Residential care activities and social work activities without accommodation,6.4
CY,2020,Residential care activities and social work activities without accommodation,3.1
CY,2021,Residential care activities and social work activities without accommodation,5.6
CY,2022,Residential care activities and social work activities without accommodation,4.4
CY,2023,Residential care activities and social work activities without accommodation,2.9
CY,2024,Residential care activities and social work activities without accommodation,2.4
CY,2015,"Retail trade, except of motor vehicles and motorcycles",3.9
CY,2016,"Retail trade, except of motor vehicles and motorcycles",2.1
CY,2017,"Retail trade, except of motor vehicles and motorcycles",2.4
CY,2018,"Retail trade, except of motor vehicles and motorcycles",11.4
CY,2019,"Retail trade, except of motor vehicles and motorcycles",2.6
CY,2020,"Retail trade, except of motor vehicles and motorcycles",-6.1
CY,2021,"Retail trade, except of motor vehicles and motorcycles",7.2
CY,2022,"Retail trade, except of motor vehicles and motorcycles",3.7
CY,2023,"Retail trade, except of motor vehicles and motorcycles",1.2
CY,2024,"Retail trade, except of motor vehicles and motorcycles",2.3
CY,2015,Scientific research and development,-8.4
CY,2016,Scientific research and development,-7.0
CY,2017,Scientific research and development,2.4
CY,2018,Scientific research and development,-5.5
CY,2019,Scientific research and development,3.7
CY,2020,Scientific research and development,3.0
CY,2021,Scientific research and development,12.7
CY,2022,Scientific research and development,11.8
CY,2023,Scientific research and development,12.3
CY,2024,Scientific research and development,14.7
CY,2015,"Security and investigation, service and landscape, office administrative and support activities",8.3
CY,2016,"Security and investigation, service and landscape, office administrative and support activities",11.5
CY,2017,"Security and investigation, service and landscape, office administrative and support activities",13.7
CY,2018,"Security and investigation, service and landscape, office administrative and support activities",12.1
CY,2019,"Security and investigation, service and landscape, office administrative and support activities",16.0
CY,2020,"Security and investigation, service and landscape, office administrative and support activities",2.4
