nazione,anno,classificazione_settore,variazione_settore_annua
HU,2021,Water transport,-25.8
HU,2022,Water transport,47.0
HU,2023,Water transport,-0.7
HU,2024,Water transport,-5.7
HU,2015,Wholesale and retail trade and repair of motor vehicles and motorcycles,5.1
HU,2016,Wholesale and retail trade and repair of motor vehicles and motorcycles,5.5
HU,2017,Wholesale and retail trade and repair of motor vehicles and motorcycles,4.5
HU,2018,Wholesale and retail trade and repair of motor vehicles and motorcycles,4.1
HU,2019,Wholesale and retail trade and repair of motor vehicles and motorcycles,7.8
HU,2020,Wholesale and retail trade and repair of motor vehicles and motorcycles,-4.0
HU,2021,Wholesale and retail trade and repair of motor vehicles and motorcycles,7.4
HU,2022,Wholesale and retail trade and repair of motor vehicles and motorcycles,3.7
HU,2023,Wholesale and retail trade and repair of motor vehicles and motorcycles,-0.4
HU,2024,Wholesale and retail trade and repair of motor vehicles and motorcycles,1.9
HU,2015,"Wholesale and retail trade, transport, accommodation and food service activities",2.3
HU,2016,"Wholesale and retail trade, transport, accommodation and food service activities",3.8
HU,2017,"Wholesale and retail trade, transport, accommodation and food service activities",0.3
HU,2018,"Wholesale and retail trade, transport, accommodation and food service activities",-0.4
HU,2019,"Wholesale and retail trade, transport, accommodation and food service activities",2.3
HU,2020,"Wholesale and retail trade, transport, accommodation and food service activities",-9.4
HU,2021,"Wholesale and retail trade, transport, accommodation and food service activities",5.4
HU,2022,"Wholesale and retail trade, transport, accommodation and food service activities",4.7
HU,2023,"Wholesale and retail trade, transport, accommodation and food service activities",-1.3
HU,2024,"Wholesale and retail trade, transport, accommodation and food service activities",0.0
HU,2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.9
HU,2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,-0.4
HU,2017,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.4
HU,2018,Wholesale and retail trade; repair of motor vehicles and motorcycles,-1.1
HU,2019,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.1
HU,2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,-6.6
HU,2021,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.8
HU,2022,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.3
HU,2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,-1.6
HU,2024,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.1
HU,2015,"Wholesale trade, except of motor vehicles and motorcycles",4.8
HU,2016,"Wholesale trade, except of motor vehicles and motorcycles",-0.8
HU,2017,"Wholesale trade, except of motor vehicles and motorcycles",4.5
HU,2018,"Wholesale trade, except of motor vehicles and motorcycles",1.7
HU,2019,"Wholesale trade, except of motor vehicles and motorcycles",0.3
HU,2020,"Wholesale trade, except of motor vehicles and motorcycles",-6.9
HU,2021,"Wholesale trade, except of motor vehicles and motorcycles",4.7
HU,2022,"Wholesale trade, except of motor vehicles and motorcycles",3.9
HU,2023,"Wholesale trade, except of motor vehicles and motorcycles",-1.4
HU,2024,"Wholesale trade, except of motor vehicles and motorcycles",-0.3
IE,2015,Accommodation and food service activities,2.8
IE,2016,Accommodation and food service activities,5.1
IE,2017,Accommodation and food service activities,4.1
IE,2018,Accommodation and food service activities,9.5
IE,2019,Accommodation and food service activities,-0.6
IE,2020,Accommodation and food service activities,-43.7
IE,2021,Accommodation and food service activities,16.3
IE,2022,Accommodation and food service activities,34.5
IE,2023,Accommodation and food service activities,3.6
IE,2024,Accommodation and food service activities,6.9
IE,2015,Activities auxiliary to financial services and insurance activities,32.0
IE,2016,Activities auxiliary to financial services and insurance activities,-14.8
IE,2017,Activities auxiliary to financial services and insurance activities,12.3
IE,2018,Activities auxiliary to financial services and insurance activities,51.8
IE,2019,Activities auxiliary to financial services and insurance activities,7.4
IE,2020,Activities auxiliary to financial services and insurance activities,13.3
IE,2021,Activities auxiliary to financial services and insurance activities,1.5
IE,2022,Activities auxiliary to financial services and insurance activities,16.8
IE,2023,Activities auxiliary to financial services and insurance activities,-1.5
IE,2024,Activities auxiliary to financial services and insurance activities,26.7
IE,2015,Activities of extraterritorial organisations and bodies,-53.8
IE,2016,Activities of extraterritorial organisations and bodies,-57.2
IE,2017,Activities of extraterritorial organisations and bodies,53.9
IE,2018,Activities of extraterritorial organisations and bodies,-33.7
IE,2019,Activities of extraterritorial organisations and bodies,-34.8
IE,2020,Activities of extraterritorial organisations and bodies,-30.8
IE,2015,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,24.9
IE,2016,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-9.4
IE,2017,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-10.0
IE,2018,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,20.8
IE,2019,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-5.6
IE,2020,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-37.0
IE,2021,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-18.3
IE,2022,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,30.2
IE,2023,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-3.4
IE,2024,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-21.4
IE,2015,Activities of membership organisations,18.7
IE,2016,Activities of membership organisations,-10.2
IE,2017,Activities of membership organisations,15.9
IE,2018,Activities of membership organisations,8.7
IE,2019,Activities of membership organisations,-0.1
IE,2020,Activities of membership organisations,0.2
IE,2021,Activities of membership organisations,5.6
IE,2022,Activities of membership organisations,-27.9
IE,2023,Activities of membership organisations,14.5
IE,2024,Activities of membership organisations,7.9
IE,2015,Administrative and support service activities,0.9
IE,2016,Administrative and support service activities,7.1
IE,2017,Administrative and support service activities,10.9
IE,2018,Administrative and support service activities,11.8
IE,2019,Administrative and support service activities,9.6
IE,2020,Administrative and support service activities,-24.5
IE,2021,Administrative and support service activities,4.8
IE,2022,Administrative and support service activities,16.0
IE,2023,Administrative and support service activities,2.9
IE,2024,Administrative and support service activities,-4.9
IE,2015,Advertising and market research,-7.7
IE,2016,Advertising and market research,21.6
IE,2017,Advertising and market research,38.1
IE,2018,Advertising and market research,2.0
IE,2019,Advertising and market research,2.9
IE,2020,Advertising and market research,6.5
IE,2021,Advertising and market research,18.9
IE,2022,Advertising and market research,-8.6
IE,2023,Advertising and market research,-9.0
IE,2024,Advertising and market research,24.4
IE,2015,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",-1.3
IE,2016,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",5.9
IE,2017,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",-15.4
IE,2018,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",-22.6
IE,2019,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",-0.7
IE,2020,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",2.7
IE,2021,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",7.2
IE,2022,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",13.9
IE,2023,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",11.6
IE,2024,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",-0.4
IE,2015,"Agriculture, forestry and fishing",2.3
IE,2016,"Agriculture, forestry and fishing",2.9
IE,2017,"Agriculture, forestry and fishing",-1.0
IE,2018,"Agriculture, forestry and fishing",-2.1
IE,2019,"Agriculture, forestry and fishing",-2.7
IE,2020,"Agriculture, forestry and fishing",-5.0
IE,2021,"Agriculture, forestry and fishing",3.0
IE,2022,"Agriculture, forestry and fishing",-3.5
IE,2023,"Agriculture, forestry and fishing",0.1
IE,2024,"Agriculture, forestry and fishing",0.7
IE,2015,Air transport,1.1
IE,2016,Air transport,-23.0
IE,2017,Air transport,-12.7
IE,2018,Air transport,9.5
IE,2019,Air transport,0.7
IE,2020,Air transport,-18.0
IE,2021,Air transport,-11.0
IE,2022,Air transport,41.4
IE,2023,Air transport,-2.2
IE,2024,Air transport,30.6
IE,2015,Architectural and engineering activities; technical testing and analysis,-1.8
IE,2016,Architectural and engineering activities; technical testing and analysis,-2.5
IE,2017,Architectural and engineering activities; technical testing and analysis,12.6
IE,2018,Architectural and engineering activities; technical testing and analysis,9.7
IE,2019,Architectural and engineering activities; technical testing and analysis,-6.9
IE,2020,Architectural and engineering activities; technical testing and analysis,-6.3
IE,2021,Architectural and engineering activities; technical testing and analysis,21.5
IE,2022,Architectural and engineering activities; technical testing and analysis,6.9
IE,2023,Architectural and engineering activities; technical testing and analysis,-3.3
IE,2024,Architectural and engineering activities; technical testing and analysis,19.7
IE,2015,"Arts, entertainment and recreation",4.6
IE,2016,"Arts, entertainment and recreation",17.3
IE,2017,"Arts, entertainment and recreation",-6.0
IE,2018,"Arts, entertainment and recreation",1.0
IE,2019,"Arts, entertainment and recreation",-4.0
IE,2020,"Arts, entertainment and recreation",-36.6
IE,2021,"Arts, entertainment and recreation",18.7
IE,2022,"Arts, entertainment and recreation",26.1
IE,2023,"Arts, entertainment and recreation",12.1
IE,2024,"Arts, entertainment and recreation",1.4
IE,2015,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",6.0
IE,2016,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",8.6
IE,2017,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",0.4
IE,2018,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",2.4
IE,2019,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",-1.0
IE,2020,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",-30.9
IE,2021,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",12.1
IE,2022,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",19.8
IE,2023,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",7.1
IE,2024,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",-0.7
IE,2015,"Computer programming, consultancy, and information service activities",9.8
IE,2016,"Computer programming, consultancy, and information service activities",9.2
IE,2017,"Computer programming, consultancy, and information service activities",11.5
IE,2018,"Computer programming, consultancy, and information service activities",4.6
IE,2019,"Computer programming, consultancy, and information service activities",2.9
IE,2020,"Computer programming, consultancy, and information service activities",6.9
IE,2021,"Computer programming, consultancy, and information service activities",14.9
IE,2022,"Computer programming, consultancy, and information service activities",12.6
IE,2023,"Computer programming, consultancy, and information service activities",4.4
IE,2024,"Computer programming, consultancy, and information service activities",4.9
IE,2015,Construction,18.9
IE,2016,Construction,13.4
IE,2017,Construction,12.1
IE,2018,Construction,13.0
IE,2019,Construction,2.7
IE,2020,Construction,-19.9
IE,2021,Construction,7.5
IE,2022,Construction,29.4
IE,2023,Construction,-3.3
IE,2024,Construction,2.8
IE,2015,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",11.0
IE,2016,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",11.8
IE,2017,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",-11.3
IE,2018,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",-1.7
IE,2019,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",-5.6
IE,2020,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",-32.7
IE,2021,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",15.1
IE,2022,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",28.0
IE,2023,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",13.2
IE,2024,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",-14.3
IE,2015,"Crop and animal production, hunting and related service activities",3.3
IE,2016,"Crop and animal production, hunting and related service activities",2.7
IE,2017,"Crop and animal production, hunting and related service activities",-1.8
IE,2018,"Crop and animal production, hunting and related service activities",-1.1
IE,2019,"Crop and animal production, hunting and related service activities",-3.0
IE,2020,"Crop and animal production, hunting and related service activities",-5.4
IE,2021,"Crop and animal production, hunting and related service activities",2.2
IE,2022,"Crop and animal production, hunting and related service activities",-3.4
IE,2023,"Crop and animal production, hunting and related service activities",0.4
IE,2024,"Crop and animal production, hunting and related service activities",0.5
IE,2015,Education,-2.8
IE,2016,Education,4.0
IE,2017,Education,7.7
IE,2018,Education,11.4
IE,2019,Education,9.4
IE,2020,Education,-3.9
IE,2021,Education,16.7
IE,2022,Education,0.4
IE,2023,Education,3.5
IE,2024,Education,2.5
IE,2015,"Electricity, gas, steam and air conditioning supply",-3.5
IE,2016,"Electricity, gas, steam and air conditioning supply",24.8
IE,2017,"Electricity, gas, steam and air conditioning supply",16.1
IE,2018,"Electricity, gas, steam and air conditioning supply",-3.1
IE,2019,"Electricity, gas, steam and air conditioning supply",4.9
IE,2020,"Electricity, gas, steam and air conditioning supply",-12.9
IE,2021,"Electricity, gas, steam and air conditioning supply",8.1
IE,2022,"Electricity, gas, steam and air conditioning supply",18.0
IE,2023,"Electricity, gas, steam and air conditioning supply",-5.6
IE,2024,"Electricity, gas, steam and air conditioning supply",59.4
IE,2015,Employment activities,6.1
IE,2016,Employment activities,-4.7
IE,2017,Employment activities,19.8
IE,2018,Employment activities,-9.2
IE,2019,Employment activities,-12.7
IE,2020,Employment activities,21.0
IE,2021,Employment activities,-2.1
IE,2022,Employment activities,-4.7
IE,2023,Employment activities,13.8
IE,2024,Employment activities,-3.2
IE,2015,Financial and insurance activities,1.4
IE,2016,Financial and insurance activities,4.9
IE,2017,Financial and insurance activities,0.7
IE,2018,Financial and insurance activities,-2.1
IE,2019,Financial and insurance activities,9.8
IE,2020,Financial and insurance activities,7.5
IE,2021,Financial and insurance activities,2.6
IE,2022,Financial and insurance activities,2.4
IE,2023,Financial and insurance activities,2.2
IE,2024,Financial and insurance activities,-2.2
IE,2015,"Financial service activities, except insurance and pension funding",-2.0
IE,2016,"Financial service activities, except insurance and pension funding",8.7
IE,2017,"Financial service activities, except insurance and pension funding",-0.6
IE,2018,"Financial service activities, except insurance and pension funding",-11.3
IE,2019,"Financial service activities, except insurance and pension funding",11.1
IE,2020,"Financial service activities, except insurance and pension funding",7.6
IE,2021,"Financial service activities, except insurance and pension funding",3.1
IE,2022,"Financial service activities, except insurance and pension funding",0.3
IE,2023,"Financial service activities, except insurance and pension funding",0.4
IE,2024,"Financial service activities, except insurance and pension funding",-8.1
IE,2015,Fishing and aquaculture,-15.9
IE,2016,Fishing and aquaculture,-6.6
IE,2017,Fishing and aquaculture,16.1
IE,2018,Fishing and aquaculture,-19.1
IE,2019,Fishing and aquaculture,19.8
IE,2020,Fishing and aquaculture,-10.2
IE,2021,Fishing and aquaculture,25.4
IE,2022,Fishing and aquaculture,26.3
IE,2023,Fishing and aquaculture,-40.5
IE,2024,Fishing and aquaculture,41.8
IE,2015,Forestry and logging,-28.5
IE,2016,Forestry and logging,34.3
IE,2017,Forestry and logging,25.4
IE,2018,Forestry and logging,-29.4
IE,2019,Forestry and logging,-8.9
IE,2020,Forestry and logging,21.7
IE,2021,Forestry and logging,19.8
IE,2022,Forestry and logging,-42.0
IE,2023,Forestry and logging,74.6
IE,2024,Forestry and logging,-24.5
IE,2015,Human health activities,-1.3
IE,2016,Human health activities,2.1
IE,2017,Human health activities,1.2
IE,2018,Human health activities,-0.6
IE,2019,Human health activities,0.7
IE,2020,Human health activities,-6.0
IE,2021,Human health activities,8.7
IE,2022,Human health activities,7.7
IE,2023,Human health activities,7.2
IE,2024,Human health activities,4.1
IE,2015,Human health and social work activities,2.4
IE,2016,Human health and social work activities,1.5
IE,2017,Human health and social work activities,5.7
IE,2018,Human health and social work activities,3.1
IE,2019,Human health and social work activities,3.6
IE,2020,Human health and social work activities,-5.9
IE,2021,Human health and social work activities,7.2
IE,2022,Human health and social work activities,9.2
IE,2023,Human health and social work activities,5.2
IE,2024,Human health and social work activities,2.9
IE,2015,Industry (except construction),3.9
IE,2016,Industry (except construction),7.7
IE,2017,Industry (except construction),4.5
IE,2018,Industry (except construction),-0.2
IE,2019,Industry (except construction),3.3
IE,2020,Industry (except construction),-2.7
IE,2021,Industry (except construction),6.9
IE,2022,Industry (except construction),4.0
IE,2023,Industry (except construction),-3.1
IE,2024,Industry (except construction),2.9
IE,2015,Information and communication,3.8
IE,2016,Information and communication,4.8
IE,2017,Information and communication,9.3
IE,2018,Information and communication,4.3
IE,2019,Information and communication,5.0
IE,2020,Information and communication,4.5
IE,2021,Information and communication,13.0
IE,2022,Information and communication,9.4
IE,2023,Information and communication,2.1
IE,2024,Information and communication,3.0
IE,2015,"Insurance, reinsurance and pension funding, except compulsory social security",2.1
IE,2016,"Insurance, reinsurance and pension funding, except compulsory social security",1.7
IE,2017,"Insurance, reinsurance and pension funding, except compulsory social security",1.0
IE,2018,"Insurance, reinsurance and pension funding, except compulsory social security",6.0
IE,2019,"Insurance, reinsurance and pension funding, except compulsory social security",7.4
IE,2020,"Insurance, reinsurance and pension funding, except compulsory social security",4.1
IE,2021,"Insurance, reinsurance and pension funding, except compulsory social security",1.6
IE,2022,"Insurance, reinsurance and pension funding, except compulsory social security",-0.5
IE,2023,"Insurance, reinsurance and pension funding, except compulsory social security",10.2
IE,2024,"Insurance, reinsurance and pension funding, except compulsory social security",-5.1
IE,2015,Land transport and transport via pipelines,3.2
IE,2016,Land transport and transport via pipelines,7.3
IE,2017,Land transport and transport via pipelines,1.2
IE,2018,Land transport and transport via pipelines,4.4
IE,2019,Land transport and transport via pipelines,-2.4
IE,2020,Land transport and transport via pipelines,-20.0
IE,2021,Land transport and transport via pipelines,0.4
IE,2022,Land transport and transport via pipelines,26.2
IE,2023,Land transport and transport via pipelines,1.2
IE,2024,Land transport and transport via pipelines,-4.5
IE,2015,Legal and accounting activities; activities of head offices; management consultancy activities,3.4
IE,2016,Legal and accounting activities; activities of head offices; management consultancy activities,14.4
IE,2017,Legal and accounting activities; activities of head offices; management consultancy activities,11.2
IE,2018,Legal and accounting activities; activities of head offices; management consultancy activities,17.0
IE,2019,Legal and accounting activities; activities of head offices; management consultancy activities,9.2
IE,2020,Legal and accounting activities; activities of head offices; management consultancy activities,-1.6
IE,2021,Legal and accounting activities; activities of head offices; management consultancy activities,6.0
IE,2022,Legal and accounting activities; activities of head offices; management consultancy activities,-1.7
IE,2023,Legal and accounting activities; activities of head offices; management consultancy activities,10.1
IE,2024,Legal and accounting activities; activities of head offices; management consultancy activities,14.2
IE,2015,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,0.9
IE,2016,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,6.3
IE,2017,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,11.8
IE,2018,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,13.8
IE,2019,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,2.3
IE,2020,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,-3.5
IE,2021,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,11.9
IE,2022,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,1.8
IE,2023,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,4.3
IE,2024,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,16.4
IE,2015,Manufacture of basic metals,31.0
IE,2016,Manufacture of basic metals,32.6
IE,2017,Manufacture of basic metals,-0.2
IE,2018,Manufacture of basic metals,-5.5
IE,2019,Manufacture of basic metals,-27.3
IE,2020,Manufacture of basic metals,26.1
IE,2021,Manufacture of basic metals,-42.7
IE,2022,Manufacture of basic metals,25.3
IE,2023,Manufacture of basic metals,-4.9
IE,2024,Manufacture of basic metals,-36.9
IE,2015,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",17.2
IE,2016,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",6.3
IE,2017,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",6.5
IE,2018,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-17.7
IE,2019,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",21.7
IE,2020,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-12.0
IE,2021,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-10.2
IE,2022,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",30.7
IE,2023,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-13.3
IE,2024,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-15.1
IE,2015,Manufacture of basic pharmaceutical products and pharmaceutical preparations,10.8
IE,2016,Manufacture of basic pharmaceutical products and pharmaceutical preparations,15.6
IE,2017,Manufacture of basic pharmaceutical products and pharmaceutical preparations,-5.0
IE,2018,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2.9
IE,2019,Manufacture of basic pharmaceutical products and pharmaceutical preparations,5.7
IE,2020,Manufacture of basic pharmaceutical products and pharmaceutical preparations,17.5
IE,2021,Manufacture of basic pharmaceutical products and pharmaceutical preparations,13.2
IE,2022,Manufacture of basic pharmaceutical products and pharmaceutical preparations,6.5
IE,2023,Manufacture of basic pharmaceutical products and pharmaceutical preparations,-0.8
IE,2024,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.1
IE,2015,Manufacture of chemicals and chemical products,33.5
IE,2016,Manufacture of chemicals and chemical products,24.8
IE,2017,Manufacture of chemicals and chemical products,-23.9
IE,2018,Manufacture of chemicals and chemical products,2.2
IE,2019,Manufacture of chemicals and chemical products,-24.5
IE,2020,Manufacture of chemicals and chemical products,6.8
IE,2021,Manufacture of chemicals and chemical products,-26.5
IE,2022,Manufacture of chemicals and chemical products,54.1
IE,2023,Manufacture of chemicals and chemical products,7.9
IE,2024,Manufacture of chemicals and chemical products,-9.4
IE,2015,Manufacture of coke and refined petroleum products,-25.4
IE,2016,Manufacture of coke and refined petroleum products,-37.4
IE,2017,Manufacture of coke and refined petroleum products,1008.3
IE,2018,Manufacture of coke and refined petroleum products,103.2
IE,2019,Manufacture of coke and refined petroleum products,-49.7
IE,2020,Manufacture of coke and refined petroleum products,36.4
IE,2021,Manufacture of coke and refined petroleum products,54.5
IE,2022,Manufacture of coke and refined petroleum products,-50.2
IE,2023,Manufacture of coke and refined petroleum products,-18.7
IE,2024,Manufacture of coke and refined petroleum products,21.2
IE,2015,"Manufacture of computer, electronic and optical products",2.2
IE,2016,"Manufacture of computer, electronic and optical products",-4.8
IE,2017,"Manufacture of computer, electronic and optical products",-7.1
IE,2018,"Manufacture of computer, electronic and optical products",-7.6
IE,2019,"Manufacture of computer, electronic and optical products",-5.4
IE,2020,"Manufacture of computer, electronic and optical products",12.2
IE,2021,"Manufacture of computer, electronic and optical products",13.2
IE,2022,"Manufacture of computer, electronic and optical products",-9.2
IE,2023,"Manufacture of computer, electronic and optical products",-7.1
IE,2024,"Manufacture of computer, electronic and optical products",-4.9
IE,2015,Manufacture of electrical equipment,-6.7
IE,2016,Manufacture of electrical equipment,-7.0
IE,2017,Manufacture of electrical equipment,70.1
IE,2018,Manufacture of electrical equipment,37.7
IE,2019,Manufacture of electrical equipment,-25.7
IE,2020,Manufacture of electrical equipment,-18.4
IE,2021,Manufacture of electrical equipment,-4.2
IE,2022,Manufacture of electrical equipment,22.2
IE,2023,Manufacture of electrical equipment,11.6
IE,2024,Manufacture of electrical equipment,15.7
IE,2015,"Manufacture of fabricated metal products, except machinery and equipment",13.9
IE,2016,"Manufacture of fabricated metal products, except machinery and equipment",-1.1
IE,2017,"Manufacture of fabricated metal products, except machinery and equipment",9.1
IE,2018,"Manufacture of fabricated metal products, except machinery and equipment",-21.9
IE,2019,"Manufacture of fabricated metal products, except machinery and equipment",42.0
IE,2020,"Manufacture of fabricated metal products, except machinery and equipment",-20.1
IE,2021,"Manufacture of fabricated metal products, except machinery and equipment",0.8
IE,2022,"Manufacture of fabricated metal products, except machinery and equipment",31.7
IE,2023,"Manufacture of fabricated metal products, except machinery and equipment",-14.8
IE,2024,"Manufacture of fabricated metal products, except machinery and equipment",-10.7
IE,2015,Manufacture of food products; beverages and tobacco products,-3.8
IE,2016,Manufacture of food products; beverages and tobacco products,7.6
IE,2017,Manufacture of food products; beverages and tobacco products,2.9
IE,2018,Manufacture of food products; beverages and tobacco products,0.9
IE,2019,Manufacture of food products; beverages and tobacco products,-5.2
IE,2020,Manufacture of food products; beverages and tobacco products,-1.7
IE,2021,Manufacture of food products; beverages and tobacco products,4.0
IE,2022,Manufacture of food products; beverages and tobacco products,-1.7
IE,2023,Manufacture of food products; beverages and tobacco products,-0.4
IE,2024,Manufacture of food products; beverages and tobacco products,-6.1
IE,2015,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",14.6
IE,2016,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",12.1
IE,2017,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",92.6
IE,2018,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",44.3
IE,2019,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",11.9
IE,2020,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",-10.5
IE,2021,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",14.1
IE,2022,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",7.6
IE,2023,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",-6.6
IE,2024,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",5.1
IE,2015,Manufacture of furniture; other manufacturing,21.0
IE,2016,Manufacture of furniture; other manufacturing,5.8
IE,2017,Manufacture of furniture; other manufacturing,144.3
IE,2018,Manufacture of furniture; other manufacturing,56.2
IE,2019,Manufacture of furniture; other manufacturing,9.4
IE,2020,Manufacture of furniture; other manufacturing,-10.2
IE,2021,Manufacture of furniture; other manufacturing,14.7
IE,2022,Manufacture of furniture; other manufacturing,8.7
IE,2023,Manufacture of furniture; other manufacturing,-5.2
IE,2024,Manufacture of furniture; other manufacturing,7.8
IE,2015,Manufacture of machinery and equipment n.e.c.,8.4
IE,2016,Manufacture of machinery and equipment n.e.c.,13.2
IE,2017,Manufacture of machinery and equipment n.e.c.,-39.5
IE,2018,Manufacture of machinery and equipment n.e.c.,-66.1
IE,2019,Manufacture of machinery and equipment n.e.c.,13.0
IE,2020,Manufacture of machinery and equipment n.e.c.,12.8
IE,2021,Manufacture of machinery and equipment n.e.c.,-0.9
IE,2022,Manufacture of machinery and equipment n.e.c.,-22.3
IE,2023,Manufacture of machinery and equipment n.e.c.,14.1
IE,2024,Manufacture of machinery and equipment n.e.c.,-10.7
IE,2015,"Manufacture of motor vehicles, trailers and semi-trailers",31.5
IE,2016,"Manufacture of motor vehicles, trailers and semi-trailers",-3.1
IE,2017,"Manufacture of motor vehicles, trailers and semi-trailers",-2.1
IE,2018,"Manufacture of motor vehicles, trailers and semi-trailers",50.9
IE,2019,"Manufacture of motor vehicles, trailers and semi-trailers",6.8
IE,2020,"Manufacture of motor vehicles, trailers and semi-trailers",-25.7
IE,2021,"Manufacture of motor vehicles, trailers and semi-trailers",26.3
IE,2022,"Manufacture of motor vehicles, trailers and semi-trailers",-41.2
